名称,代码
中航产融,600705
曲江文旅,600706
彩虹股份,600707
光明地产,600708
ST生态,600709
苏美达,600710
盛屯矿业,600711
南宁百货,600712
南京医药,600713
金瑞矿业,600714
文投控股,600715
凤凰股份,600716
天津港,600717
东软集团,600718
ST热电,600719
祁连山,600720
百花医药,600721
金牛化工,600722
首商股份,600723
宁波富达,600724
云维股份,600725
ST华源,600726
鲁北化工,600727
佳都科技,600728
重庆百货,600729
中国高科,600730
湖南海利,600731
爱旭股份,600732
北汽蓝谷,600733
ST实达,600734
新华锦,600735
苏州高新,600736
中粮糖业,600737
丽尚国潮,600738
辽宁成大,600739
山西焦化,600740
华域汽车,600741
一汽富维,600742
华远地产,600743
华银电力,600744
闻泰科技,600745
江苏索普,600746
退市大控,600747
上实发展,600748
西藏旅游,600749
江中药业,600750
海航科技,600751
ST哈慈,600752
庚星股份,600753
锦江酒店,600754
厦门国贸,600755
浪潮软件,600756
长江传媒,600757
辽宁能源,600758
ST洲际,600759
中航沈飞,600760
安徽合力,600761
SST金荔,600762
通策医疗,600763
中国海防,600764
中航重机,600765
园城黄金,600766
ST运盛,600767
宁波富邦,600768
祥龙电业,600769
综艺股份,600770
广誉远,600771
SST龙昌,600772
西藏城投,600773
汉商集团,600774
南京熊猫,600775
东方通信,600776
新潮能源,600777
友好集团,600778
水井坊,600779
通宝能源,600780
ST辅仁,600781
新钢股份,600782
鲁信创投,600783
鲁银投资,600784
新华百货,600785
东方锅炉,600786
中储股份,600787
ST达曼,600788
鲁抗医药,600789
轻纺城,600790
京能置业,600791
云煤能源,600792
宜宾纸业,600793
保税科技,600794
国电电力,600795
钱江生化,600796
浙大网新,600797
宁波海运,600798
ST龙科,600799
渤海化学,600800
华新水泥,600801
福建水泥,600802
新奥股份,600803
ST鹏博士,600804
悦达投资,600805
退市昆机,600806
济南高新,600807
马钢股份,600808
山西汾酒,600809
神马股份,600810
东方集团,600811
华北制药,600812
ST鞍一工,600813
杭州解百,600814
厦工股份,600815
ST安信,600816
宇通重工,600817
中路股份,600818
耀皮玻璃,600819
隧道股份,600820
金开新能,600821
上海物贸,600822
世茂股份,600823
益民集团,600824
新华传媒,600825
兰生股份,600826
百联股份,600827
茂业商业,600828
人民同泰,600829
香溢融通,600830
广电网络,600831
东方明珠,600832
第一医药,600833
申通地铁,600834
上海机电,600835
上海易连,600836
海通证券,600837
上海九百,600838
四川长虹,600839
新湖创业,600840
动力新科,600841
中西药业,600842
上工申贝,600843
丹化科技,600844
宝信软件,600845
同济科技,600846
万里股份,600847
上海临港,600848
上药转换,600849
电科数字,600850
海欣股份,600851
ST中川,600852
龙建股份,600853
春兰股份,600854
航天长峰,600855
退市中天,600856
宁波中百,600857
银座股份,600858
王府井,600859
京城股份,600860
北京城乡,600861
中航高科,600862
内蒙华电,600863
哈投股份,600864
百大集团,600865
星湖科技,600866
通化东宝,600867
梅雁吉祥,600868
远东股份,600869
退市厦华,600870
石化油服,600871
中炬高新,600872
梅花生物,600873
创业环保,600874
东方电气,600875
凯盛新能,600876
电科芯片,600877
ST北科,600878
航天电子,600879
博瑞传播,600880
亚泰集团,600881
妙可蓝多,600882
博闻科技,600883
杉杉股份,600884
宏发股份,600885
国投电力,600886
伊利股份,600887
新疆众和,600888
南京化纤,600889
退市中房,600890
退市秋林,600891
大晟文化,600892
航发动力,600893
广日股份,600894
张江高科,600895
退市海医,600896
厦门空港,600897
国美通讯,600898
ST信联,600899
长江电力,600900
江苏金租,600901
贵州燃气,600903
三峡能源,600905
财达证券,600906
无锡银行,600908
华安证券,600909
中国黄金,600916
重庆燃气,600917
中泰证券,600918
江苏银行,600919
苏能股份,600925
杭州银行,600926
永安期货,600927
西安银行,600928
雪天盐业,600929
爱柯迪,600933
华塑股份,600935
广西广电,600936
中国海油,600938
重庆建工,600939
中国移动,600941
维远股份,600955
新天绿能,600956
东方证券,600958
江苏有线,600959
渤海汽车,600960
株冶集团,600961
国投中鲁,600962
岳阳林纸,600963
福成股份,600965
博汇纸业,600966
内蒙一机,600967
海油发展,600968
郴电国际,600969
中材国际,600970
恒源煤电,600971
宝胜股份,600973
新五丰,600975
健民集团,600976
中国电影,600977
ST宜生,600978
广安爱众,600979
北矿科技,600980
汇鸿集团,600981
宁波能源,600982
惠而浦,600983
建设机械,600984
淮北矿业,600985
浙文互联,600986
航民股份,600987
赤峰黄金,600988
宝丰能源,600989
四创电子,600990
广汽长丰,600991
贵绳股份,600992
马应龙,600993
南网储能,600995
贵广网络,600996
开滦股份,600997
九州通,600998
招商证券,600999
唐山港,601000
晋控煤业,601001
晋亿实业,601002
柳钢股份,601003
重庆钢铁,601005
大秦铁路,601006
金陵饭店,601007
连云港,601008
南京银行,601009
文峰股份,601010
宝泰隆,601011
隆基绿能,601012
陕西黑猫,601015
节能风电,601016
宁波港,601018
山东出版,601019
华钰矿业,601020
春秋航空,601021
宁波远洋,601022
玉龙股份,601028
一拖股份,601038
赛轮轮胎,601058
信达证券,601059
中信金属,601061
江盐集团,601065
中信建投,601066
中铝国际,601068
西部黄金,601069
渝农商行,601077
国芳集团,601086
中国神华,601088
福元医药,601089
中南传媒,601098
太平洋,601099
恒立液压,601100
昊华能源,601101
中国一重,601106
四川成渝,601107
财通证券,601108
中国国航,601111
华鼎股份,601113
三江购物,601116
中国化学,601117
海南橡胶,601118
宝地矿业,601121
四方股份,601126
赛力斯,601127
常熟银行,601128
柏诚股份,601133
首创证券,601136
博威合金,601137
工业富联,601138
深圳燃气,601139
新城控股,601155
东航物流,601156
重庆水务,601158
天风证券,601162
三角轮胎,601163
兴业银行,601166
西部矿业,601168
北京银行,601169
杭齿前进,601177
中国西电,601179
中国铁建,601186
厦门银行,601187
龙江交通,601188
东兴证券,601198
江南水务,601199
上海环境,601200
东材科技,601208
国泰君安,601211
白银有色,601212
君正集团,601216
吉鑫科技,601218
林洋能源,601222
陕西煤业,601225
华电重工,601226
广州港,601228
上海银行,601229
环旭电子,601231
桐昆股份,601233
红塔证券,601236
广汽集团,601238
庞大集团,601258
ST二重,601268
英利汽车,601279
农业银行,601288
青岛港,601298
中国北车,601299
骆驼股份,601311
中国平安,601318
中国人保,601319
秦港股份,601326
交通银行,601328
绿色动力,601330
广深铁路,601333
新华保险,601336
百隆东方,601339
三六零,601360
利群股份,601366
绿城水务,601368
陕鼓动力,601369
中原证券,601375
兴业证券,601377
怡球资源,601388
中国中铁,601390
工商银行,601398
国机重装,601399
国联证券,601456
通用股份,601500
中新集团,601512
东风股份,601515
吉林高速,601518
大智慧,601519
瑞丰银行,601528
东吴证券,601555
退市锐电,601558
九牧王,601566
三星医疗,601567
北元集团,601568
长沙银行,601577
会稽山,601579
北辰实业,601588
上海电影,601595
中国外运,601598
浙文影业,601599
中国铝业,601600
中国太保,601601
长城军工,601606
上海医药,601607
中信重工,601608
金田股份,601609
中国核建,601611
明阳智能,601615
广电电气,601616
中国中冶,601618
嘉泽新能,601619
中国人寿,601628
长城汽车,601633
旗滨集团,601636
邮储银行,601658
齐鲁银行,601665
平煤股份,601666
中国建筑,601668
中国电建,601669
明泰铝业,601677
滨化股份,601678
友发集团,601686
华泰证券,601688
拓普集团,601689
中银证券,601696
中国卫通,601698
潞安环能,601699
风范股份,601700
华峰铝业,601702
郑煤机,601717
际华集团,601718
上海电气,601727
中国电信,601728
中国中车,601766
力帆科技,601777
晶科科技,601778
光大证券,601788
宁波建工,601789
蓝科高新,601798
星宇股份,601799
中国交建,601800
皖新传媒,601801
中海油服,601808
新华文轩,601811
京沪高铁,601816
光大银行,601818
沪农商行,601825
三峰环境,601827
美凯龙,601828
成都银行,601838
中国石油,601857
中国科传,601858
紫金银行,601860
福莱特,601865
中远海发,601866
中国能建,601868
长飞光纤,601869
招商轮船,601872
正泰电器,601877
浙商证券,601878
辽港股份,601880
中国银河,601881
海天精工,601882
江河集团,601886
中国中免,601888
亚星锚链,601890
中煤能源,601898
紫金矿业,601899
南方传媒,601900
方正证券,601901
京运通,601908
浙商银行,601916
新集能源,601918
中远海控,601919
浙版传媒,601921
凤凰传媒,601928
吉视传媒,601929
永辉超市,601933
建设银行,601939
中国出版,601949
苏垦农发,601952
东贝集团,601956
金钼股份,601958
重庆银行,601963
中国汽研,601965
玲珑轮胎,601966
宝钢包装,601968
海南矿业,601969
招商南油,601975
中国核电,601985
中国银行,601988
中国重工,601989
南京证券,601990
大唐发电,601991
金隅集团,601992
中金公司,601995
丰林集团,601996
贵阳银行,601997
中信银行,601998
出版传媒,601999
人民网,603000
奥康国际,603001
宏昌电子,603002
龙宇股份,603003
晶方科技,603005
联明股份,603006
ST花王,603007
喜临门,603008
北特科技,603009
万盛股份,603010
合锻智能,603011
创力集团,603012
亚普股份,603013
弘讯科技,603015
新宏泰,603016
中衡设计,603017
华设集团,603018
中科曙光,603019
爱普股份,603020
山东华鹏,603021
新通联,603022
威帝股份,603023
大豪科技,603025
胜华新材,603026
千禾味业,603027
赛福天,603028
天鹅股份,603029
全筑股份,603030
安孚科技,603031
德新科技,603032
三维股份,603033
常熟汽饰,603035
如通股份,603036
凯众股份,603037
华立股份,603038
ST泛微,603039
新坐标,603040
美思德,603041
华脉科技,603042
广州酒家,603043
福达合金,603045
浙江黎明,603048
科林电气,603050
鹿山新材,603051
可川科技,603052
成都燃气,603053
台华新材,603055
德邦股份,603056
紫燕食品,603057
永吉股份,603058
倍加洁,603059
国检集团,603060
金海通,603061
禾望电气,603063
宿迁联盛,603065
音飞储存,603066
振华股份,603067
博通集成,603068
海汽集团,603069
万控智造,603070
物产环能,603071
彩蝶实业,603073
乐惠国际,603076
和邦生物,603077
江化微,603078
圣达生物,603079
新疆火炬,603080
大丰实业,603081
剑桥科技,603083
天成自控,603085
先达股份,603086
甘李药业,603087
宁波精达,603088
正裕工业,603089
宏盛股份,603090
南华期货,603093
越剑智能,603095
新经典,603096
江苏华辰,603097
森特股份,603098
长白山,603099
川仪股份,603100
汇嘉时代,603101
百合股份,603102
横店影视,603103
芯能科技,603105
恒银科技,603106
润达医疗,603108
神驰机电,603109
东方材料,603110
康尼机电,603111
华翔股份,603112
金能科技,603113
海星股份,603115
红蜻蜓,603116
ST万林,603117
共进股份,603118
华培动力,603121
合富中国,603122
翠微股份,603123
常青科技,603125
中材节能,603126
昭衍新药,603127
华贸物流,603128
春风动力,603129
云中马,603130
上海沪工,603131
金徽股份,603132
碳元科技,603133
中重科技,603135
天目湖,603136
海量数据,603138
康惠制药,603139
万朗磁塑,603150
邦基科技,603151
上海建科,603153
新亚强,603155
养元饮品,603156
退市拉夏,603157
腾龙股份,603158
上海亚虹,603159
汇顶科技,603160
科华控股,603161
海通发展,603162
圣晖集成,603163
荣晟环保,603165
福达股份,603166
渤海轮渡,603167
莎普爱思,603168
兰石重装,603169
宝立食品,603170
税友股份,603171
福斯达,603173
汇通集团,603176
德创环保,603177
圣龙股份,603178
新泉股份,603179
金牌厨柜,603180
皇马科技,603181
嘉华股份,603182
建研院,603183
上机数控,603185
华正新材,603186
海容冷链,603187
亚邦股份,603188
网达软件,603189
亚通精工,603190
望变电气,603191
汇得科技,603192
公牛集团,603195
日播时尚,603196
保隆科技,603197
迎驾贡酒,603198
九华旅游,603199
上海洗霸,603200
常润股份,603201
快克智能,603203
嘉环科技,603206
江山欧派,603208
兴通股份,603209
晋拓股份,603211
赛伍技术,603212
镇洋发展,603213
爱婴室,603214
比依股份,603215
梦天家居,603216
元利科技,603217
日月股份,603218
富佳股份,603219
中贝通信,603220
爱丽家居,603221
济民医疗,603222
恒通股份,603223
新凤鸣,603225
菲林格尔,603226
雪峰科技,603227
景旺电子,603228
奥翔药业,603229
内蒙新华,603230
格尔软件,603232
大参林,603233
天新药业,603235
移远通信,603236
五芳斋,603237
诺邦股份,603238
浙江仙通,603239
鼎际得,603255
宏和科技,603256
电魂网络,603258
药明康德,603259
合盛硅业,603260
立航科技,603261
天龙股份,603266
鸿远电子,603267
松发股份,603268
海鸥股份,603269
联翔股份,603272
银都股份,603277
大业股份,603278
景津装备,603279
南方路机,603280
江瀚新材,603281
亚光股份,603282
赛腾股份,603283
日盈电子,603286
海天味业,603288
泰瑞机器,603289
斯达半导,603290
联合水务,603291
永新光学,603297
杭叉集团,603298
苏盐井神,603299
华铁应急,603300
振德医疗,603301
得邦照明,603303
旭升集团,603305
华懋科技,603306
扬州金泉,603307
应流股份,603308
维力医疗,603309
金海高科,603311
梦百合,603313
福鞍股份,603315
诚邦股份,603316
天味食品,603317
水发燃气,603318
湘油泵,603319
迪贝电气,603320
梅轮电梯,603321
超讯通信,603322
苏农银行,603323
盛剑环境,603324
我乐家居,603326
福蓉科技,603327
依顿电子,603328
上海雅仕,603329
天洋新材,603330
百达精工,603331
苏州龙杰,603332
尚纬股份,603333
迪生力,603335
宏辉果蔬,603336
杰克股份,603337
浙江鼎力,603338
四方科技,603339
安井食品,603345
文灿股份,603348
威尔药业,603351
和顺石油,603353
莱克电气,603355
华菱精工,603356
设计总院,603357
华达科技,603358
东珠生态,603359
百傲化学,603360
傲农生物,603363
水星家纺,603365
日出东方,603366
辰欣药业,603367
柳药集团,603368
今世缘,603369
东方时尚,603377
亚士创能,603378
三美股份,603379
易德龙,603380
顶点软件,603383
惠达卫浴,603385
骏亚科技,603386
基蛋生物,603387
元成股份,603388
亚振家居,603389
通达电气,603390
万泰生物,603392
新天然气,603393
金辰股份,603396
沐邦高科,603398
吉翔股份,603399
建霖家居,603408
信捷电气,603416
鼎信通讯,603421
集友股份,603429
贵州三力,603439
吉比特,603444
九洲药业,603456
勘设股份,603458
风语筑,603466
巨星农牧,603477
科沃斯,603486
展鹏科技,603488
八方股份,603489
恒为科技,603496
翔港科技,603499
祥和实业,603500
韦尔股份,603501
金石资源,603505
南都物业,603506
振江股份,603507
思维列控,603508
爱慕股份,603511
欧普照明,603515
淳中科技,603516
绝味食品,603517
锦泓集团,603518
立霸股份,603519
司太立,603520
众源新材,603527
多伦科技,603528
爱玛科技,603529
神马电力,603530
掌阅科技,603533
嘉诚国际,603535
惠发食品,603536
美诺华,603538
奥普家居,603551
贵人鸟,603555
海兴电力,603556
ST起步,603557
健盛集团,603558
中通国脉,603559
中谷物流,603565
普莱柯,603566
珍宝岛,603567
伟明环保,603568
长久物流,603569
汇金通,603577
三星新材,603578
荣泰健康,603579
艾艾精工,603580
捷昌驱动,603583
苏利股份,603585
金麒麟,603586
地素时尚,603587
高能环境,603588
口子窖,603589
康辰药业,603590
东尼电子,603595
伯特利,603596
引力传媒,603598
广信股份,603599
永艺股份,603600
再升科技,603601
纵横通信,603602
ST博天,603603
珀莱雅,603605
东方电缆,603606
京华激光,603607
天创时尚,603608
禾丰股份,603609
麒盛科技,603610
诺力股份,603611
索通发展,603612
国联股份,603613
茶花股份,603615
韩建河山,603616
君禾股份,603617
杭电股份,603618
中曼石油,603619
科森科技,603626
清源股份,603628
利通电子,603629
拉芳家化,603630
徕木股份,603633
南威软件,603636
镇海股份,603637
艾迪精密,603638
海利尔,603639
畅联股份,603648
彤程新材,603650
朗博科技,603655
泰禾智能,603656
春光科技,603657
安图生物,603658
璞泰来,603659
苏州科达,603660
恒林股份,603661
柯力传感,603662
三祥新材,603663
康隆达,603665
亿嘉和,603666
五洲新春,603667
天马科技,603668
灵康药业,603669
卫信康,603676
奇精机械,603677
火炬电子,603678
华体科技,603679
今创集团,603680
永冠新材,603681
锦和商管,603682
晶华新材,603683
晨丰科技,603685
福龙马,603686
大胜达,603687
石英股份,603688
皖天然气,603689
至纯科技,603690
江苏新能,603693
安记食品,603696
有友食品,603697
航天工程,603698
纽威股份,603699
宁水集团,603700
德宏股份,603701
盛洋科技,603703
东方环宇,603706
健友股份,603707
家家悦,603708
中源家居,603709
香飘飘,603711
七一二,603712
密尔克卫,603713
塞力医疗,603716
天域生态,603717
海利生物,603718
良品铺子,603719
中广天择,603721
阿科力,603722
天安新材,603725
朗迪集团,603726
博迈科,603727
鸣志电器,603728
龙韵股份,603729
岱美股份,603730
仙鹤股份,603733
三棵树,603737
泰晶科技,603738
蔚蓝生物,603739
日辰股份,603755
大元泵业,603757
秦安股份,603758
海天股份,603759
隆鑫通用,603766
中马传动,603767
常青股份,603768
沃格光电,603773
永安行,603776
来伊份,603777
乾景园林,603778
威龙股份,603779
科博达,603786
新日股份,603787
宁波高发,603788
星光农机,603789
雅运股份,603790
联泰环保,603797
康普顿,603798
华友钴业,603799
道森股份,603800
志邦家居,603801
瑞斯康达,603803
福斯特,603806
歌力思,603808
豪能股份,603809
丰山集团,603810
诚意药业,603811
原尚股份,603813
交建股份,603815
顾家家居,603816
海峡环保,603817
曲美家居,603818
神力股份,603819
嘉澳环保,603822
百合花,603823
华扬联众,603825
坤彩科技,603826
柯利达,603828
洛凯股份,603829
欧派家居,603833
海程邦达,603836
四通股份,603838
安正时尚,603839
正平股份,603843
好太太,603848
华荣股份,603855
东宏股份,603856
步长制药,603858
能科科技,603859
中公高科,603860
白云电器,603861
松炀资源,603863
桃李面包,603866
新化股份,603867
飞科电器,603868
新智认知,603869
嘉友国际,603871
鼎胜新材,603876
太平鸟,603877
武进不锈,603878
永悦科技,603879
南卫股份,603880
数据港,603881
金域医学,603882
老百姓,603883
吉祥航空,603885
元祖股份,603886
城地香江,603887
新华网,603888
新澳股份,603889
春秋电子,603890
瑞芯微,603893
天永智能,603895
寿仙谷,603896
长城科技,603897
好莱客,603898
晨光股份,603899
莱绅通灵,603900
永创智能,603901
中持股份,603903
龙蟠科技,603906
牧高笛,603908
建发合诚,603909
佳力图,603912
国茂股份,603915
苏博特,603916
合力科技,603917
金桥信息,603918
金徽酒,603919
世运电路,603920
金鸿顺,603922
铁流股份,603926
中科软,603927
兴业股份,603928
亚翔集成,603929
格林达,603931
睿能科技,603933
博敏电子,603936
丽岛新材,603937
三孚股份,603938
益丰药房,603939
建业股份,603948
雪龙集团,603949
长源东谷,603950
大千生态,603955
威派格,603956
哈森股份,603958
百利科技,603959
克来机电,603960
大理药业,603963
法兰泰克,603966
中创物流,603967
醋化股份,603968
银龙股份,603969
中农立华,603970
正川股份,603976
国泰集团,603977
深圳新星,603978
金诚信,603979
吉华集团,603980
泉峰汽车,603982
丸美股份,603983
恒润股份,603985
兆易创新,603986
康德莱,603987
中电电机,603988
艾华集团,603989
麦迪科技,603990
至正股份,603991
松霖科技,603992
洛阳钼业,603993
甬金股份,603995
退市中新,603996
继峰股份,603997
方盛制药,603998
读者传媒,603999
威奥股份,605001
众望布艺,605003
合兴股份,605005
山东玻纤,605006
五洲特纸,605007
长鸿高科,605008
豪悦护理,605009
杭州热电,605011
百龙创园,605016
长华集团,605018
永和股份,605020
世茂能源,605028
美邦股份,605033
福然德,605050
迎丰股份,605055
咸亨国际,605056
澳弘电子,605058
联德股份,605060
天正电气,605066
明新旭腾,605068
正和生态,605069
华康股份,605077
浙江自然,605080
太和水,605081
龙高股份,605086
冠盛股份,605088
味知香,605089
九丰能源,605090
行动教育,605098
共创草坪,605099
华丰股份,605100
同庆楼,605108
新洁能,605111
奥锐特,605116
德业股份,605117
力鼎光电,605118
四方新材,605122
派克新材,605123
上海沿浦,605128
嵘泰股份,605133
丽人丽妆,605136
盛泰集团,605138
西上海,605151
西大门,605155
华达新材,605158
新中港,605162
聚合顺,605166
利柏特,605167
三人行,605168
洪通燃气,605169
东亚药业,605177
时空科技,605178
一鸣食品,605179
华生科技,605180
确成股份,605183
健麾信息,605186
国光连锁,605188
富春染织,605189
华通线缆,605196
安德利,605198
葫芦娃,605199
永茂泰,605208
伟时电子,605218
起帆电缆,605222
神通科技,605228
天普股份,605255
协和电子,605258
绿田机械,605259
健之佳,605266
王力安防,605268
新亚电子,605277
同力日升,605286
德才股份,605287
凯迪股份,605288
罗曼股份,605289
神农集团,605296
必得科技,605298
舒华体育,605299
佳禾食品,605300
园林股份,605303
中际联合,605305
法狮龙,605318
无锡振华,605319
沪光股份,605333
帅丰电器,605336
李子园,605337
巴比食品,605338
南侨食品,605339
立昂微,605358
立达信,605365
宏柏新材,605366
蓝天燃气,605368
拱东医疗,605369
博迁新材,605376
华旺科技,605377
野马电池,605378
均瑶健康,605388
长龄液压,605389
新炬网络,605398
晨光新材,605399
福莱新材,605488
东鹏饮料,605499
森林包装,605500
国邦医药,605507
德昌股份,605555
福莱蒽特,605566
春雪食品,605567
龙版传媒,605577
恒盛能源,605580
冠石科技,605588
圣泉集团,605589
上海港湾,605598
菜百股份,605599
